Event,Field,Star No,RA (J2000),Dec (J2000),Tmax (HJD),Tmax (UT),tau,Umin,Amax,Dmag,fbl,Ibl,I0,RA_deg,Dec_deg
2009-BLG-145,BLG102.3,210909,17:57:09.32,-29:22:36.8,2454946.638,2009-04-25.14,2.509,0.248,4.126,1.539,1.0,19.739,19.739,269.2888333333333,-29.37688888888889
2009-BLG-146,BLG234.5,167950,18:04:41.14,-26:50:17.6,2454957.448,2009-05-05.95,17.455,0.204,4.969,1.741,1.0,18.731,18.731,271.17141666666663,-26.83822222222222
2009-BLG-147,BLG131.5,84071,17:48:01.83,-33:58:00.8,2454976.425,2009-05-24.93,27.332,0.001,770.4,7.217,1.0,18.579,18.579,267.00762499999996,-33.96688888888889
2009-BLG-148,BLG155.2,169567,17:53:33.62,-32:26:42.8,2454960.402,2009-05-08.90,7.136,0.948,1.382,0.351,1.0,14.42,14.42,268.3900833333333,-32.44522222222222
2009-BLG-149,BLG189.1,20395,18:02:22.57,-30:20:21.0,2454982.63,2009-05-31.13,22.72,0.0,6132.4,9.469,1.0,17.904,17.904,270.59404166666667,-30.339166666666664
2009-BLG-150,BLG195.1,136213,17:54:44.81,-29:27:19.9,2454958.369,2009-05-06.87,4.05,1.131,1.262,0.253,1.0,15.746,15.746,268.6867083333333,-29.455527777777778
2009-BLG-151,BLG195.4,24208,17:54:22.38,-29:03:21.2,2454956.363,2009-05-04.86,8.84,1.724,1.092,0.096,1.0,16.055,16.055,268.59324999999995,-29.05588888888889
2009-BLG-152,BLG207.6,212933,18:02:23.64,-28:45:18.7,2454956.173,2009-05-04.67,36.108,0.0,70436.0,12.119,0.077,18.74,21.53,270.5985,-28.755194444444445
2009-BLG-153,BLG214.6,31421,17:56:58.85,-28:16:29.0,2454957.238,2009-05-05.74,11.605,0.394,2.681,1.071,1.0,19.7,19.7,269.2452083333333,-28.27472222222222
2009-BLG-154,BLG215.3,157978,18:00:16.34,-28:09:50.8,2454969.663,2009-05-18.16,10.785,0.0,64573.0,12.025,1.0,17.216,17.216,270.0680833333333,-28.164111111111108
2009-BLG-155,BLG224.5,80057,18:01:23.14,-27:29:32.2,2454958.682,2009-05-07.18,11.62,0.0,35171.0,11.365,1.0,19.243,19.243,270.3464166666666,-27.49227777777778
2009-BLG-156,BLG241.1,181393,18:07:12.15,-26:41:51.7,2454958.186,2009-05-06.69,20.451,0.137,7.358,2.167,1.0,19.143,19.143,271.80062499999997,-26.697694444444444
