Event,Field,Star No,RA (J2000),Dec (J2000),Tmax (HJD),Tmax (UT),tau,Umin,Amax,Dmag,fbl,Ibl,I0,RA_deg,Dec_deg
2014-BLG-0318,BLG520.03,26633,18:09:32.29,-29:38:58.4,2456757.894,2014-04-10.39,18.983,0.169,5.965,1.939,0.346,15.013,16.165,272.3845416666666,-29.649555555555555
2014-BLG-0319,BLG603.18,101438,17:47:50.69,-33:56:06.6,2456788.081,2014-05-10.58,37.167,0.158,6.398,2.015,0.86,17.827,17.991,266.96120833333333,-33.93516666666666
2014-BLG-0320,BLG500.13,62969,17:51:10.60,-28:52:18.6,2456740.373,2014-03-23.87,20.336,0.521,2.111,0.811,1.0,20.226,20.226,267.7941666666667,-28.871833333333335
2014-BLG-0321,BLG506.22,48856,17:56:55.56,-30:21:45.0,2456734.168,2014-03-17.67,169.18,0.289,3.564,1.38,0.149,19.056,21.124,269.2315,-30.3625
2014-BLG-0322,BLG633.03,61907,17:46:09.48,-25:07:49.2,2456732.837,2014-03-16.34,4.784,1.103,1.277,0.265,1.0,17.412,17.412,266.5394999999999,-25.130333333333333
2014-BLG-0323,BLG500.22,900N,17:51:29.99,-28:32:06.7,2456737.269,2014-03-20.77,9.899,0.0,65702.0,12.044,0.297,20.042,21.36,267.8749583333333,-28.535194444444446
2014-BLG-0324,BLG504.03,3214,17:58:34.21,-28:36:14.9,2456751.926,2014-04-04.43,0.052,0.031,31.842,3.757,1.0,19.656,19.656,269.64254166666666,-28.60413888888889
2014-BLG-0325,BLG524.03,5140,18:15:04.40,-29:10:52.6,2456741.053,2014-03-24.55,82.776,0.097,10.333,2.536,0.134,18.57,20.754,273.76833333333326,-29.18127777777778
2014-BLG-0326,BLG505.20,42N,17:58:21.71,-28:57:43.4,2456693.378,2014-02-04.88,23.408,0.157,6.432,2.021,1.0,20.088,20.088,269.5904583333333,-28.962055555555555
2014-BLG-0327,BLG505.32,1340N,17:55:30.35,-28:37:20.4,2456736.479,2014-03-19.98,26.42,0.005,202.1,5.764,0.711,20.16,20.53,268.87645833333335,-28.622333333333334
2014-BLG-0328,BLG535.30,4N,17:51:07.61,-31:50:25.7,2456701.832,2014-02-13.33,41.751,0.274,3.746,1.434,1.0,19.964,19.964,267.7817083333333,-31.84047222222222
2014-BLG-0329,BLG504.13,7981,17:57:04.75,-28:15:18.3,2456748.096,2014-03-31.60,22.946,0.394,2.683,1.071,0.363,18.76,19.862,269.2697916666666,-28.255083333333335
2014-BLG-0330,BLG505.04,163599,17:57:25.58,-29:36:30.6,2456777.176,2014-04-29.68,23.184,0.999,1.343,0.32,1.0,15.117,15.117,269.3565833333333,-29.608500000000003
2014-BLG-0331,BLG535.05,62401,17:51:06.07,-32:43:32.5,2456737.063,2014-03-20.56,13.957,0.747,1.604,0.513,1.0,19.987,19.987,267.7752916666667,-32.72569444444444
2014-BLG-0332,BLG604.11,130583,17:46:08.69,-35:26:51.4,2456741.274,2014-03-24.77,18.316,0.684,1.708,0.581,1.0,18.975,18.975,266.53620833333326,-35.44761111111111
2014-BLG-0333,BLG660.04,71248,17:45:54.20,-33:26:00.0,2456773.524,2014-04-26.02,62.131,1.071,1.295,0.281,1.0,17.354,17.354,266.4758333333333,-33.43333333333333
2014-BLG-0334,BLG500.01,26473,17:54:23.60,-29:03:42.0,2456742.752,2014-03-26.25,5.503,0.806,1.525,0.458,1.0,18.253,18.253,268.59833333333324,-29.061666666666667
2014-BLG-0335,BLG500.09,1465,17:54:24.69,-28:53:02.8,2456740.447,2014-03-23.95,19.933,0.327,3.182,1.257,0.138,18.38,20.529,268.6028749999999,-28.88411111111111
2014-BLG-0336,BLG501.11,40241,17:52:57.08,-29:54:07.1,2456753.465,2014-04-05.96,29.775,0.61,1.859,0.673,0.258,17.997,19.467,268.23783333333336,-29.90197222222222
2014-BLG-0337,BLG501.22,44896,17:51:21.87,-29:43:59.7,2456823.137,2014-06-14.64,45.363,0.522,2.105,0.808,1.0,16.784,16.784,267.841125,-29.733249999999998
2014-BLG-0338,BLG506.06,86470,17:56:11.76,-30:52:17.0,2456748.877,2014-04-01.38,29.738,0.095,10.513,2.554,0.366,19.641,20.731,269.0489999999999,-30.87138888888889
2014-BLG-0339,BLG511.05,158688,18:02:00.50,-27:57:45.8,2456752.559,2014-04-05.06,20.691,0.269,3.811,1.453,0.719,19.203,19.56,270.5020833333333,-27.962722222222222
2014-BLG-0340,BLG511.11,5148,18:03:55.70,-27:37:08.1,2456741.361,2014-03-24.86,2.965,1.215,1.223,0.218,1.0,17.414,17.414,270.9820833333333,-27.618916666666667
2014-BLG-0341,BLG512.23,196730,18:01:22.98,-28:28:43.5,2456745.288,2014-03-28.79,9.024,0.781,1.557,0.481,1.0,18.271,18.271,270.34574999999995,-28.478749999999998
2014-BLG-0342,BLG512.26,3878,18:05:25.67,-28:16:13.3,2456741.807,2014-03-25.31,55.387,0.055,18.345,3.159,0.073,19.104,21.941,271.3569583333333,-28.27036111111111
2014-BLG-0343,BLG545.09,65904,18:15:47.50,-25:13:01.1,2456813.513,2014-06-05.01,81.551,0.158,6.386,2.013,1.0,18.204,18.204,273.94791666666663,-25.21697222222222
2014-BLG-0344,BLG580.04,31725,18:08:33.42,-25:56:14.9,2456740.455,2014-03-23.95,12.643,0.492,2.212,0.862,1.0,19.496,19.496,272.13924999999995,-25.937472222222222
2014-BLG-0345,BLG603.01,64660,17:48:06.67,-34:34:22.2,2456742.592,2014-03-26.09,8.972,0.886,1.437,0.393,1.0,18.856,18.856,267.02779166666664,-34.572833333333335
2014-BLG-0346,BLG630.03,60190,17:46:02.18,-21:36:38.3,2456746.094,2014-03-29.59,11.219,0.585,1.922,0.709,1.0,18.425,18.425,266.5090833333333,-21.61063888888889
2014-BLG-0347,BLG501.09,476N,17:54:10.62,-29:59:46.1,2456740.19,2014-03-23.69,24.96,0.071,14.016,2.867,0.562,20.187,20.813,268.5442499999999,-29.99613888888889
2014-BLG-0348,BLG502.12,54549,17:51:45.43,-33:39:23.3,2456748.628,2014-04-01.13,26.591,0.481,2.254,0.882,1.0,19.879,19.879,267.93929166666663,-33.65647222222222
2014-BLG-0349,BLG535.28,56566,17:52:35.02,-31:47:38.5,2456753.09,2014-04-05.59,50.133,0.507,2.157,0.835,0.093,16.56,19.141,268.1459166666666,-31.794027777777778
2014-BLG-0350,BLG503.25,47961,17:48:36.20,-34:39:20.4,2456746.244,2014-03-29.74,13.699,0.655,1.761,0.615,1.0,18.321,18.321,267.1508333333333,-34.65566666666667
2014-BLG-0351,BLG504.01,65346,17:59:45.83,-28:29:13.3,2456745.498,2014-03-29.00,2.834,1.498,1.134,0.136,1.0,17.767,17.767,269.94095833333336,-28.48702777777778
2014-BLG-0352,BLG504.14,172913,17:55:55.37,-28:12:28.2,2456745.109,2014-03-28.61,29.997,0.107,9.385,2.431,0.13,19.972,22.19,268.9807083333333,-28.207833333333333
2014-BLG-0353,BLG513.20,130058,18:03:31.81,-29:40:51.1,2456747.979,2014-03-31.48,6.22,0.844,1.48,0.426,1.0,17.619,17.619,270.88254166666667,-29.680861111111113
2014-BLG-0354,BLG518.11,68396,18:09:12.64,-26:49:35.8,2456780.68,2014-05-03.18,45.88,0.518,2.12,0.816,0.194,16.244,18.024,272.30266666666665,-26.82661111111111
2014-BLG-0355,BLG518.19,1200,18:10:07.33,-26:44:54.7,2456747.907,2014-03-31.41,35.257,0.003,325.6,6.282,0.052,18.212,21.43,272.53054166666664,-26.748527777777777
2014-BLG-0356,BLG519.16,151427,18:05:25.68,-28:16:13.2,2456742.636,2014-03-26.14,10.216,0.494,2.206,0.859,1.0,19.246,19.246,271.3569999999999,-28.270333333333333
2014-BLG-0357,BLG534.24,8516,17:49:58.00,-30:55:56.9,2456752.382,2014-04-04.88,49.269,0.277,3.707,1.423,0.065,17.707,20.671,267.4916666666666,-30.932472222222223
2014-BLG-0358,BLG611.01,10439,17:37:56.48,-27:42:34.3,2456743.664,2014-03-27.16,3.255,0.542,2.041,0.775,1.0,20.308,20.308,264.4853333333333,-27.709527777777776
2014-BLG-0359,BLG613.23,136751,17:28:16.84,-28:57:25.4,2456728.125,2014-03-11.62,52.674,0.242,4.221,1.563,1.0,18.268,18.268,262.07016666666664,-28.957055555555556
2014-BLG-0360,BLG633.01,55390,17:47:29.66,-25:02:45.8,2456741.082,2014-03-24.58,24.723,0.238,4.294,1.582,1.0,20.767,20.767,266.87358333333333,-25.046055555555558
2014-BLG-0361,BLG633.14,94787,17:44:15.48,-24:46:03.0,2456739.141,2014-03-22.64,27.124,0.667,1.738,0.6,1.0,19.491,19.491,266.0645,-24.7675
2014-BLG-0362,BLG648.16,81976,17:43:31.95,-26:46:23.7,2456745.198,2014-03-28.70,25.317,0.12,8.345,2.304,1.0,19.948,19.948,265.88312499999995,-26.773249999999997
2014-BLG-0363,BLG506.07,53465,17:55:21.52,-31:00:51.0,2456778.081,2014-04-30.58,47.942,0.052,19.259,3.212,0.273,18.384,19.793,268.83966666666663,-31.014166666666668
2014-BLG-0364,BLG506.27,40395,17:59:12.08,-29:52:10.1,2456754.547,2014-04-07.05,25.377,0.107,9.358,2.428,0.204,18.898,20.625,269.8003333333333,-29.86947222222222
2014-BLG-0365,BLG509.11,12043,17:58:33.91,-34:22:24.8,2456763.524,2014-04-16.02,40.11,0.351,2.976,1.184,1.0,19.124,19.124,269.6412916666666,-34.373555555555555
2014-BLG-0366,BLG513.16,29031,18:00:33.40,-29:52:33.9,2456745.937,2014-03-29.44,2.934,0.462,2.332,0.92,1.0,17.906,17.906,270.13916666666665,-29.876083333333334
2014-BLG-0367,BLG675.21,27209,17:41:05.93,-27:19:45.2,2456779.034,2014-05-01.53,42.505,1.394,1.16,0.161,1.0,16.732,16.732,265.2747083333333,-27.32922222222222
2014-BLG-0368,BLG506.15,105395,17:55:13.62,-30:32:20.2,2456748.827,2014-04-01.33,4.373,0.558,1.994,0.749,1.0,18.713,18.713,268.80675,-30.538944444444446
2014-BLG-0369,BLG511.21,19993,18:03:16.56,-27:11:06.4,2456753.078,2014-04-05.58,4.157,1.337,1.178,0.177,1.0,15.314,15.314,270.81899999999996,-27.185111111111112
2014-BLG-0370,BLG609.20,49340,17:40:45.70,-34:33:41.6,2456735.59,2014-03-19.09,27.696,0.132,7.617,2.205,1.0,17.246,17.246,265.1904166666667,-34.56155555555555
2014-BLG-0371,BLG609.21,11885,17:40:09.81,-34:37:29.3,2456740.171,2014-03-23.67,85.928,0.135,7.464,2.182,0.362,19.671,20.773,265.040875,-34.624805555555554
2014-BLG-0372,BLG612.19,11962,17:31:39.94,-27:49:15.0,2456752.684,2014-04-05.18,118.968,0.083,12.021,2.7,0.234,19.376,20.952,262.91641666666663,-27.820833333333333
2014-BLG-0373,BLG613.15,76016,17:27:45.25,-29:25:50.5,2456726.403,2014-03-09.90,13.382,0.479,2.263,0.887,1.0,17.23,17.23,261.93854166666665,-29.430694444444445
2014-BLG-0374,BLG617.17,124251,17:18:35.48,-29:29:39.9,2456762.533,2014-04-15.03,24.938,1.499,1.133,0.136,1.0,14.746,14.746,259.6478333333333,-29.494416666666666
2014-BLG-0375,BLG624.07,29978,17:38:21.45,-22:12:57.8,2456745.004,2014-03-28.50,23.338,0.102,9.873,2.486,0.484,19.751,20.539,264.58937499999996,-22.216055555555556
2014-BLG-0376,BLG508.26,113052,17:59:25.66,-32:26:03.4,2456750.035,2014-04-02.54,28.315,0.098,10.281,2.53,0.202,19.43,21.164,269.8569166666667,-32.43427777777777
2014-BLG-0377,BLG534.21,79148,17:51:58.75,-30:49:03.7,2456752.898,2014-04-05.40,19.336,0.131,7.693,2.215,0.128,18.315,20.55,267.9947916666667,-30.817694444444445
2014-BLG-0378,BLG643.01,1790,17:58:24.68,-24:02:23.5,2456738.605,2014-03-22.11,11.985,0.349,2.993,1.19,1.0,20.259,20.259,269.6028333333333,-24.03986111111111
2014-BLG-0379,BLG503.16,83577,17:48:29.57,-35:00:34.8,2456761.939,2014-04-14.44,35.043,0.817,1.512,0.449,1.0,18.19,18.19,267.1232083333333,-35.00966666666667
2014-BLG-0380,BLG506.14,154361,17:55:49.62,-30:33:10.8,2456774.322,2014-04-26.82,18.154,0.814,1.515,0.451,1.0,16.64,16.64,268.95675,-30.553
2014-BLG-0381,BLG506.27,71020,17:59:07.58,-29:59:32.1,2456750.826,2014-04-03.33,4.111,0.241,4.247,1.57,0.787,18.961,19.22,269.78158333333334,-29.992250000000002
2014-BLG-0382,BLG506.28,169737,17:57:59.35,-30:02:13.0,2456750.302,2014-04-02.80,3.596,0.0,968561.0,14.965,0.443,18.676,19.56,269.4972916666666,-30.036944444444448
2014-BLG-0383,BLG511.14,154493,18:01:19.64,-27:35:22.9,2456761.393,2014-04-13.89,14.572,0.012,81.302,4.775,0.436,18.034,18.935,270.3318333333333,-27.589694444444444
2014-BLG-0384,BLG512.15,52802,18:01:09.48,-28:37:16.6,2456757.806,2014-04-10.31,13.659,0.837,1.488,0.432,1.0,18.515,18.515,270.2894999999999,-28.621277777777777
2014-BLG-0385,BLG632.04,173793,17:45:23.96,-23:47:19.2,2456761.903,2014-04-14.40,32.569,0.051,19.768,3.24,0.959,16.222,16.268,266.34983333333327,-23.788666666666668
2014-BLG-0386,BLG662.30,79349,17:29:08.01,-30:00:55.0,2456759.029,2014-04-11.53,18.743,0.533,2.07,0.79,1.0,18.463,18.463,262.283375,-30.01527777777778
2014-BLG-0387,BLG667.03,43918,17:36:07.48,-26:27:37.3,2456751.962,2014-04-04.46,27.821,0.195,5.194,1.789,1.0,20.374,20.374,264.03116666666665,-26.460361111111112
2014-BLG-0388,BLG668.22,35783,17:29:27.87,-31:27:07.5,2456830.91,2014-06-22.41,408.086,0.151,6.661,2.059,0.244,18.87,20.403,262.366125,-31.452083333333334
2014-BLG-0389,BLG668.25,26506,17:27:01.00,-31:28:02.0,2456751.643,2014-04-04.14,51.784,0.204,4.973,1.741,0.175,18.47,20.361,261.75416666666666,-31.46722222222222
2014-BLG-0390,BLG670.05,20155,17:32:56.76,-34:43:31.6,2456749.322,2014-04-01.82,111.221,0.059,16.992,3.076,0.42,20.633,21.576,263.23650000000004,-34.72544444444445
2014-BLG-0391,BLG670.18,16442,17:36:13.30,-33:56:54.0,2456768.604,2014-04-21.10,65.467,2.028,1.058,0.061,1.0,13.404,13.404,264.05541666666664,-33.94833333333333
2014-BLG-0392,BLG672.30,30466,17:32:12.48,-36:11:04.0,2456799.998,2014-05-22.50,154.253,0.416,2.557,1.019,1.0,18.54,18.54,263.052,-36.18444444444444
2014-BLG-0393,BLG501.02,544N,17:53:17.06,-30:10:00.2,2456749.14,2014-04-01.64,5.491,0.011,93.248,4.924,0.484,19.883,20.671,268.32108333333326,-30.166722222222223
2014-BLG-0394,BLG506.02,356N,17:59:02.50,-31:01:54.7,2456750.875,2014-04-03.38,37.431,0.002,513.4,6.776,0.296,20.222,21.543,269.7604166666667,-31.03186111111111
2014-BLG-0395,BLG501.12,134138,17:51:51.79,-29:51:41.4,2456750.447,2014-04-02.95,21.322,0.361,2.906,1.158,0.254,19.309,20.797,267.9657916666667,-29.861500000000003
2014-BLG-0396,BLG501.18,112517,17:54:04.64,-29:33:52.0,2456751.241,2014-04-03.74,13.356,0.148,6.793,2.08,0.234,19.27,20.845,268.5193333333333,-29.564444444444444
2014-BLG-0397,BLG507.29,49861,17:57:41.11,-31:16:24.9,2456761.793,2014-04-14.29,27.151,1.42,1.153,0.155,1.0,17.701,17.701,269.42129166666666,-31.27358333333333
2014-BLG-0398,BLG512.12,149108,18:03:03.96,-28:44:15.6,2456759.758,2014-04-12.26,67.161,0.136,7.382,2.17,0.042,18.179,21.612,270.7665,-28.73766666666667
2014-BLG-0399,BLG512.28,86676,18:03:48.09,-28:08:12.1,2456763.865,2014-04-16.36,28.006,0.545,2.032,0.77,0.089,14.455,17.076,270.95037499999995,-28.136694444444444
2014-BLG-0400,BLG519.23,130991,18:06:56.89,-27:43:39.6,2456759.115,2014-04-11.62,6.812,0.581,1.933,0.716,1.0,15.259,15.259,271.7370416666667,-27.727666666666664
2014-BLG-0401,BLG522.12,104221,18:13:40.84,-26:15:18.2,2456750.781,2014-04-03.28,15.586,0.733,1.626,0.528,1.0,18.779,18.779,273.4201666666666,-26.255055555555554
2014-BLG-0402,BLG610.18,100583,17:41:38.27,-35:50:01.6,2456761.206,2014-04-13.71,33.277,0.207,4.899,1.725,1.0,18.928,18.928,265.4094583333333,-35.83377777777778
2014-BLG-0403,BLG615.13,103953,17:23:32.87,-29:53:45.6,2456753.021,2014-04-05.52,68.447,0.531,2.078,0.794,1.0,19.576,19.576,260.88695833333327,-29.896
2014-BLG-0404,BLG625.18,66520,17:42:09.99,-22:50:10.1,2456696.499,2014-02-08.00,39.321,0.318,3.262,1.284,1.0,18.418,18.418,265.54162499999995,-22.836138888888886
2014-BLG-0405,BLG652.17,53526,17:43:40.75,-26:06:11.7,2456738.0,2014-03-21.50,8.585,0.0,10294.0,10.031,0.531,19.595,20.282,265.91979166666664,-26.103250000000003
2014-BLG-0406,BLG653.23,88794,17:33:52.17,-28:27:04.5,2456760.848,2014-04-13.35,56.64,1.103,1.277,0.265,1.0,17.244,17.244,263.467375,-28.451249999999998
2014-BLG-0407,BLG653.29,21374,17:35:43.15,-28:01:02.5,2456740.334,2014-03-23.83,31.949,0.098,10.226,2.524,0.085,18.094,20.771,263.9297916666666,-28.01736111111111
2014-BLG-0408,BLG653.32,71898,17:33:16.71,-28:08:55.9,2456763.332,2014-04-15.83,21.059,0.918,1.407,0.371,1.0,17.179,17.179,263.319625,-28.14886111111111
2014-BLG-0409,BLG653.32,107688,17:33:12.62,-28:03:43.6,2456808.085,2014-05-30.59,102.797,0.831,1.495,0.437,1.0,17.538,17.538,263.3025833333333,-28.06211111111111
2014-BLG-0410,BLG715.02,47888,17:36:16.91,-25:12:11.4,2456750.472,2014-04-02.97,19.484,0.2,5.072,1.763,1.0,20.733,20.733,264.07045833333336,-25.203166666666664
2014-BLG-0411,BLG715.23,52840,17:33:36.33,-24:29:01.8,2456758.574,2014-04-11.07,43.16,0.856,1.467,0.416,1.0,17.5,17.5,263.401375,-24.483833333333333
2014-BLG-0412,BLG513.01,217N,18:05:03.93,-30:17:24.4,2456756.717,2014-04-09.22,35.995,0.065,15.356,2.966,1.0,20.083,20.083,271.266375,-30.290111111111113
2014-BLG-0413,BLG513.05,316N,18:02:30.83,-30:25:25.5,2456748.432,2014-03-31.93,10.086,0.195,5.199,1.79,1.0,20.186,20.186,270.62845833333336,-30.423750000000002
2014-BLG-0414,BLG534.23,445N,17:50:27.29,-30:56:35.3,2456747.612,2014-03-31.11,7.486,0.246,4.155,1.546,1.0,20.079,20.079,267.6137083333333,-30.94313888888889
2014-BLG-0415,BLG501.30,83787,17:50:59.60,-29:27:31.4,2456755.931,2014-04-08.43,8.968,0.048,20.774,3.294,0.799,19.798,20.043,267.7483333333333,-29.45872222222222
2014-BLG-0416,BLG504.13,213557,17:56:32.13,-28:04:26.1,2456748.381,2014-03-31.88,7.752,0.0,528347.0,14.307,1.0,20.267,20.267,269.133875,-28.073916666666666
2014-BLG-0417,BLG506.06,40904,17:56:24.66,-30:50:13.5,2456752.791,2014-04-05.29,7.813,0.449,2.392,0.947,1.0,19.556,19.556,269.10274999999996,-30.837083333333332
2014-BLG-0418,BLG506.11,142982,17:57:56.15,-30:33:24.5,2456767.6,2014-04-20.10,41.352,0.982,1.355,0.33,1.0,19.015,19.015,269.4839583333333,-30.556805555555556
2014-BLG-0419,BLG506.28,5036,17:58:31.13,-30:06:02.3,2456822.856,2014-06-14.36,48.683,0.239,4.276,1.578,0.747,17.893,18.209,269.62970833333327,-30.10063888888889
2014-BLG-0420,BLG507.12,4273,17:57:51.06,-31:57:24.5,2456778.094,2014-04-30.59,43.604,1.471,1.14,0.142,1.0,17.783,17.783,269.4627499999999,-31.956805555555555
2014-BLG-0421,BLG507.15,86038,17:55:28.98,-31:42:16.3,2456757.434,2014-04-09.93,10.436,0.277,3.714,1.425,1.0,18.779,18.779,268.87075,-31.704527777777777
2014-BLG-0422,BLG512.32,61457,18:01:03.77,-28:12:58.4,2456761.797,2014-04-14.30,31.216,0.269,3.816,1.454,0.355,19.927,21.052,270.2657083333333,-28.21622222222222
2014-BLG-0423,BLG534.19,153526,17:53:04.93,-31:03:30.1,2456749.097,2014-04-01.60,14.2,0.853,1.47,0.419,1.0,19.376,19.376,268.27054166666665,-31.05836111111111
2014-BLG-0424,BLG573.12,44255,18:09:06.61,-31:55:03.4,2456747.826,2014-03-31.33,4.824,0.316,3.28,1.29,1.0,18.819,18.819,272.2775416666666,-31.917611111111114
2014-BLG-0425,BLG603.22,130866,17:44:48.79,-34:02:37.4,2456749.955,2014-04-02.46,4.272,0.052,19.135,3.205,0.519,19.056,19.769,266.20329166666664,-34.04372222222222
2014-BLG-0426,BLG611.25,88001,17:32:30.27,-27:06:41.8,2456796.219,2014-05-18.72,113.537,0.113,8.92,2.376,0.468,20.22,21.043,263.12612499999994,-27.111611111111113
2014-BLG-0427,BLG626.07,97917,17:38:13.43,-24:28:00.7,2456761.972,2014-04-14.47,36.045,0.479,2.264,0.887,1.0,19.056,19.056,264.5559583333333,-24.46686111111111
2014-BLG-0428,BLG632.04,148335,17:45:18.87,-23:57:26.1,2456742.366,2014-03-25.87,16.073,2.027,1.058,0.062,1.0,17.396,17.396,266.328625,-23.95725
2014-BLG-0429,BLG637.03,109658,17:51:09.80,-22:11:46.6,2456755.89,2014-04-08.39,16.675,0.051,19.688,3.235,1.0,19.273,19.273,267.7908333333333,-22.196277777777777
2014-BLG-0430,BLG654.17,37281,17:38:22.33,-29:43:32.3,2456756.927,2014-04-09.43,17.327,0.458,2.352,0.928,1.0,17.693,17.693,264.59304166666664,-29.725638888888888
2014-BLG-0431,BLG654.30,63190,17:34:47.38,-29:16:22.6,2456782.382,2014-05-04.88,37.652,0.116,8.646,2.342,1.0,16.813,16.813,263.69741666666664,-29.272944444444445
2014-BLG-0432,BLG661.21,124,17:40:21.46,-33:30:39.1,2456791.619,2014-05-14.12,52.325,0.235,4.336,1.593,1.0,15.335,15.335,265.0894166666667,-33.51086111111111
2014-BLG-0433,BLG501.27,13280,17:53:36.60,-29:25:35.8,2456780.448,2014-05-02.95,23.025,0.147,6.864,2.091,1.0,18.463,18.463,268.4025,-29.42661111111111
2014-BLG-0434,BLG505.16,33826,17:55:02.23,-29:19:26.3,2456763.381,2014-04-15.88,19.234,0.149,6.745,2.073,0.555,19.207,19.846,268.7592916666667,-29.32397222222222
2014-BLG-0435,BLG511.12,73506,18:03:05.43,-27:28:14.0,2456792.401,2014-05-14.90,25.139,0.327,3.176,1.255,0.907,17.583,17.689,270.772625,-27.470555555555553
2014-BLG-0436,BLG512.17,23815,18:06:14.19,-28:27:11.1,2456763.242,2014-04-15.74,6.171,0.222,4.591,1.655,1.0,14.672,14.672,271.559125,-28.453083333333332
2014-BLG-0437,BLG534.32,90282,17:49:29.50,-30:42:34.3,2456758.538,2014-04-11.04,15.067,0.107,9.373,2.43,0.724,20.503,20.853,267.37291666666664,-30.709527777777776
2014-BLG-0438,BLG632.22,91729,17:44:50.40,-23:25:01.9,2456748.405,2014-03-31.91,15.5,0.646,1.78,0.626,1.0,19.999,19.999,266.21,-23.417194444444444
2014-BLG-0439,BLG501.11,715N,17:52:48.32,-29:58:28.9,2456753.193,2014-04-05.69,6.362,0.066,15.065,2.945,0.622,19.889,20.405,268.2013333333333,-29.97469444444444
2014-BLG-0440,BLG504.10,16864,17:59:16.21,-28:12:14.3,2456752.503,2014-04-05.00,2.301,0.712,1.658,0.549,1.0,19.304,19.304,269.8175416666666,-28.203972222222223
2014-BLG-0441,BLG505.04,1246,17:57:45.64,-29:49:12.0,2456753.502,2014-04-06.00,1.676,0.0,42011.0,11.558,0.202,18.304,20.041,269.44016666666664,-29.82
2014-BLG-0442,BLG505.10,226235,17:58:40.88,-29:16:36.2,2456758.11,2014-04-10.61,2.632,0.15,6.718,2.068,1.0,19.415,19.415,269.6703333333333,-29.276722222222222
2014-BLG-0443,BLG603.12,61807,17:45:52.58,-34:18:17.6,2456754.335,2014-04-06.83,2.922,0.44,2.435,0.966,1.0,18.757,18.757,266.4690833333333,-34.30488888888888
2014-BLG-0444,BLG614.18,13303,17:26:35.45,-28:34:37.9,2456769.03,2014-04-21.53,238.87,0.495,2.202,0.857,1.0,20.402,20.402,261.6477083333333,-28.577194444444444
2014-BLG-0445,BLG624.25,95897,17:37:24.30,-21:28:58.3,2456752.778,2014-04-05.28,30.066,0.061,16.374,3.035,0.504,19.718,20.462,264.35125,-21.48286111111111
2014-BLG-0446,BLG633.16,63784,17:42:41.29,-24:56:42.5,2456777.213,2014-04-29.71,45.418,0.845,1.48,0.425,1.0,18.599,18.599,265.67204166666664,-24.945138888888888
2014-BLG-0447,BLG638.15,122851,17:48:28.24,-22:55:23.8,2456745.071,2014-03-28.57,10.056,0.312,3.317,1.302,1.0,19.494,19.494,267.11766666666665,-22.92327777777778
2014-BLG-0448,BLG638.21,55728,17:50:55.40,-22:34:17.3,2456762.376,2014-04-14.88,26.815,0.446,2.406,0.953,1.0,19.357,19.357,267.7308333333333,-22.571472222222223
2014-BLG-0449,BLG662.18,110803,17:32:05.87,-30:10:30.9,2456739.176,2014-03-22.68,43.24,1.181,1.238,0.232,1.0,17.243,17.243,263.0244583333333,-30.175250000000002
2014-BLG-0450,BLG662.26,118888,17:31:54.04,-29:50:58.0,2456722.443,2014-03-05.94,18.651,1.106,1.275,0.264,1.0,15.518,15.518,262.9751666666666,-29.849444444444444
2014-BLG-0451,BLG675.23,111467,17:39:21.49,-27:16:28.9,2456741.165,2014-03-24.66,19.687,0.0,43325.0,11.592,0.719,19.341,19.698,264.83954166666666,-27.274694444444442
2014-BLG-0452,BLG534.27,460N,17:53:20.59,-30:36:38.7,2456752.973,2014-04-05.47,14.018,0.014,72.587,4.652,0.131,20.088,22.297,268.33579166666664,-30.610750000000003
2014-BLG-0453,BLG501.08,30312,17:55:06.96,-29:56:32.9,2456754.548,2014-04-07.05,0.838,1.624,1.108,0.112,1.0,15.587,15.587,268.779,-29.94247222222222
2014-BLG-0454,BLG506.26,133131,17:59:31.38,-29:53:01.5,2456768.192,2014-04-20.69,7.703,0.794,1.539,0.468,1.0,16.023,16.023,269.88075000000003,-29.88375
2014-BLG-0455,BLG506.32,164110,17:55:06.97,-29:56:32.9,2456754.491,2014-04-06.99,0.835,1.567,1.119,0.122,1.0,15.993,15.993,268.7790416666666,-29.94247222222222
2014-BLG-0456,BLG512.03,203358,18:03:30.65,-28:57:12.6,2456762.836,2014-04-15.34,7.725,1.443,1.147,0.149,1.0,16.347,16.347,270.8777083333333,-28.9535
2014-BLG-0457,BLG513.07,14035,18:01:08.24,-30:20:52.6,2456779.64,2014-05-02.14,26.043,1.293,1.193,0.191,1.0,17.429,17.429,270.2843333333333,-30.347944444444444
2014-BLG-0458,BLG519.07,119411,18:06:14.19,-28:27:11.1,2456763.235,2014-04-15.73,5.99,0.241,4.24,1.568,1.0,14.64,14.64,271.559125,-28.453083333333332
2014-BLG-0459,BLG599.25,21774,17:48:29.76,-35:53:47.0,2456756.008,2014-04-08.51,50.214,0.064,15.716,2.991,0.175,18.8,20.692,267.12399999999997,-35.896388888888886
2014-BLG-0460,BLG611.20,8483,17:36:32.36,-27:06:19.5,2456758.087,2014-04-10.59,15.295,0.057,17.572,3.112,1.0,20.433,20.433,264.13483333333335,-27.105416666666667
2014-BLG-0461,BLG611.27,42115,17:36:58.21,-26:47:23.2,2456753.22,2014-04-05.72,39.095,0.06,16.666,3.055,0.132,20.032,22.227,264.2425416666666,-26.78977777777778
