Event,Field,Star No,RA (J2000),Dec (J2000),Tmax (HJD),Tmax (UT),tau,Umin,Amax,Dmag,fbl,Ibl,I0,RA_deg,Dec_deg
2008-BLG-545,BLG104.1,110840,17:59:44.31,-29:41:06.9,2454793.919,2008-11-23.42,76.949,1.218,1.221,0.217,1.0,16.828,16.828,269.934625,-29.68525
2008-BLG-546,BLG139.5,25601,17:47:37.33,-33:25:18.6,2454689.535,2008-08-11.04,7.082,0.278,3.702,1.421,1.0,20.024,20.024,266.90554166666664,-33.42183333333333
2008-BLG-547,BLG147.7,58355,17:48:55.72,-33:06:53.6,2454690.198,2008-08-11.70,14.086,0.377,2.792,1.115,1.0,19.98,19.98,267.23216666666667,-33.11488888888889
2008-BLG-548,BLG148.6,63992,17:52:05.27,-32:58:11.3,2454687.511,2008-08-09.01,1.326,1.194,1.232,0.226,1.0,17.926,17.926,268.0219583333333,-32.96980555555556
2008-BLG-549,BLG206.7,4779,17:58:33.99,-29:01:03.4,2454688.773,2008-08-10.27,4.674,0.069,14.521,2.905,1.0,19.529,19.529,269.641625,-29.017611111111112
2008-BLG-550,BLG215.5,147714,18:00:06.55,-28:03:03.6,2454689.928,2008-08-11.43,4.005,0.634,1.805,0.641,1.0,18.042,18.042,270.0272916666666,-28.051000000000002
2008-BLG-551,BLG241.1,79445,18:06:57.75,-26:44:53.1,2454714.101,2008-09-04.60,87.720,0.314,3.299,1.296,0.224,18.06,19.684,271.74062499999997,-26.748083333333334
2008-BLG-552,BLG102.5,44571,17:55:55.54,-29:21:14.4,2454695.85,2008-08-17.35,9.258,0.255,4.011,1.508,1.0,19.412,19.412,268.98141666666663,-29.354000000000003
2008-BLG-553,BLG173.3,6154,17:58:17.09,-31:13:35.1,2454696.346,2008-08-17.85,16.275,0.272,3.783,1.445,1.0,19.63,19.63,269.5712083333333,-31.226416666666665
2008-BLG-554,BLG225.7,48002,18:03:22.83,-27:46:43.4,2454696.37,2008-08-17.87,8.127,0.796,1.538,0.467,1.0,18.478,18.478,270.845125,-27.77872222222222
2008-BLG-555,BLG195.4,79088,17:54:34.03,-29:01:28.7,2454697.593,2008-08-19.09,4.316,0.175,5.794,1.907,1.0,17.236,17.236,268.6417916666666,-29.024638888888887
2008-BLG-556,BLG205.3,116887,17:58:05.70,-28:47:33.9,2454694.773,2008-08-16.27,4.583,0.000,7931.1,9.748,1.0,19.648,19.648,269.52374999999995,-28.79275
2008-BLG-557,BLG179.7,113402,17:49:57.74,-30:40:54.2,2454777.616,2008-11-07.12,47.635,0.587,1.916,0.706,1.0,15.57,15.57,267.4905833333333,-30.681722222222223
2008-BLG-558,BLG101.1,241477,17:54:47.75,-29:59:25.2,2454700.931,2008-08-22.43,5.801,1.688,1.098,0.101,1.0,15.644,15.644,268.6989583333333,-29.990333333333336
2008-BLG-559,BLG102.3,227977,17:57:32.28,-29:23:24.7,2454720.8,2008-09-11.30,36.237,0.156,6.487,2.030,1.0,19.084,19.084,269.38449999999995,-29.390194444444443
2008-BLG-560,BLG101.2,176677,17:54:41.41,-29:53:10.2,2454702.944,2008-08-24.44,10.134,0.563,1.981,0.742,1.0,18.858,18.858,268.67254166666663,-29.886166666666668
2008-BLG-561,BLG131.4,117935,17:49:28.45,-33:55:16.1,2454740.479,2008-09-30.98,40.072,1.716,1.093,0.097,1.0,16.817,16.817,267.3685416666666,-33.92113888888888
2008-BLG-562,BLG215.8,143112,17:59:53.00,-28:29:50.1,2454696.693,2008-08-18.19,20.369,1.080,1.290,0.277,1.0,18.143,18.143,269.9708333333333,-28.49725
2008-BLG-563,BLG224.3,61359,18:02:20.06,-27:38:43.3,2454714.419,2008-09-04.92,13.784,1.384,1.163,0.164,1.0,16.136,16.136,270.58358333333337,-27.64536111111111
2008-BLG-564,BLG104.4,131266,18:00:08.48,-29:13:35.8,2454709.805,2008-08-31.30,117.457,0.006,162.6,5.528,0.077,18.973,21.762,270.0353333333333,-29.226611111111108
2008-BLG-565,BLG105.7,107416,18:01:02.51,-29:31:31.3,2454714.957,2008-09-05.46,35.009,0.521,2.109,0.810,1.0,19.134,19.134,270.2604583333333,-29.52536111111111
2008-BLG-566,BLG138.5,81336,17:44:45.88,-33:21:23.6,2454696.783,2008-08-18.28,13.212,0.418,2.547,1.015,1.0,20.08,20.08,266.1911666666666,-33.35655555555556
2008-BLG-567,BLG155.1,50155,17:52:46.52,-32:40:20.2,2454707.153,2008-08-28.65,15.667,0.696,1.685,0.567,1.0,18.682,18.682,268.1938333333333,-32.67227777777777
2008-BLG-568,BLG172.5,106590,17:54:30.53,-30:59:08.5,2454700.087,2008-08-21.59,17.327,0.175,5.772,1.903,0.16,18.736,20.728,268.6272083333333,-30.985694444444444
2008-BLG-569,BLG179.1,114376,17:50:10.68,-30:50:17.3,2454700.582,2008-08-22.08,6.221,0.531,2.076,0.793,1.0,19.187,19.187,267.5444999999999,-30.83813888888889
2008-BLG-570,BLG188.7,36879,17:58:49.45,-30:11:47.9,2454687.55,2008-08-09.05,2.092,0.090,11.189,2.622,1.0,18.02,18.02,269.70604166666664,-30.196638888888888
2008-BLG-571,BLG189.8,117244,18:01:18.75,-30:17:03.2,2454702.796,2008-08-24.30,5.951,1.531,1.127,0.129,1.0,16.07,16.07,270.32812499999994,-30.284222222222223
2008-BLG-572,BLG100.2,89759,17:52:13.74,-30:04:31.2,2454707.075,2008-08-28.57,21.002,0.650,1.771,0.621,1.0,19.597,19.597,268.05724999999995,-30.075333333333333
2008-BLG-573,BLG102.5,110530,17:56:07.74,-29:17:52.7,2454711.34,2008-09-01.84,20.472,0.160,6.312,2.000,0.484,18.592,19.38,269.03225,-29.297972222222224
2008-BLG-574,BLG164.1,46689,17:56:04.00,-32:05:01.0,2454740.547,2008-10-01.05,21.279,0.476,2.276,0.893,1.0,16.261,16.261,269.01666666666665,-32.08361111111111
2008-BLG-575,BLG171.2,19725,17:53:34.62,-31:21:50.9,2454704.787,2008-08-26.29,5.529,1.026,1.323,0.304,1.0,17.79,17.79,268.39424999999994,-31.364138888888892
2008-BLG-576,BLG188.2,167594,17:59:31.29,-30:05:50.4,2454700.381,2008-08-21.88,36.724,0.499,2.186,0.849,1.0,18.887,18.887,269.880375,-30.09733333333333
2008-BLG-577,BLG205.7,114251,17:56:04.26,-28:54:48.7,2454724.009,2008-09-14.51,19.076,1.088,1.285,0.272,1.0,17.11,17.11,269.01775,-28.913527777777777
2008-BLG-578,BLG214.5,101512,17:57:23.64,-28:04:54.2,2454701.857,2008-08-23.36,5.786,0.098,10.217,2.523,1.0,18.364,18.364,269.3485,-28.081722222222222
2008-BLG-579,BLG232.7,118106,17:59:19.74,-27:07:42.0,2454704.339,2008-08-25.84,3.176,1.310,1.187,0.186,1.0,16.621,16.621,269.83225,-27.128333333333334
2008-BLG-580,BLG235.6,189899,18:07:42.79,-26:58:34.8,2454711.004,2008-09-01.50,12.775,0.161,6.277,1.994,1.0,18.58,18.58,271.9282916666666,-26.976333333333333
2008-BLG-581,BLG242.7,92750,18:07:29.72,-26:34:22.3,2454780.435,2008-11-09.94,80.913,0.136,7.383,2.171,0.293,16.465,17.798,271.8738333333333,-26.57286111111111
2008-BLG-582,BLG251.8,82352,18:10:24.03,-26:09:05.0,2454740.608,2008-10-01.11,34.789,0.613,1.853,0.670,0.601,13.568,14.121,272.600125,-26.15138888888889
2008-BLG-583,BLG180.5,110600,17:52:04.53,-30:23:31.3,2454724.283,2008-09-14.78,19.729,0.782,1.556,0.480,1.0,17.293,17.293,268.018875,-30.392027777777777
2008-BLG-584,BLG194.1,6106,17:51:19.88,-29:41:08.6,2454701.857,2008-08-23.36,28.697,0.645,1.783,0.628,1.0,18.749,18.749,267.8328333333333,-29.68572222222222
2008-BLG-585,BLG195.8,108387,17:53:20.15,-29:27:41.7,2454702.778,2008-08-24.28,9.477,1.841,1.077,0.080,1.0,16.402,16.402,268.33395833333327,-29.461583333333333
2008-BLG-586,BLG205.1,22772,17:58:06.10,-29:09:31.1,2454732.247,2008-09-22.75,43.993,0.778,1.561,0.483,1.0,18.395,18.395,269.5254166666666,-29.158638888888888
2008-BLG-587,BLG197.8,81495,18:06:54.56,-29:43:13.4,2454707.483,2008-08-28.98,8.151,0.345,3.029,1.203,1.0,19.522,19.522,271.7273333333333,-29.720388888888888
2008-BLG-588,BLG196.3,68520,18:04:59.75,-29:24:56.9,2454785.878,2008-11-15.38,62.176,0.459,2.349,0.927,1.0,18.057,18.057,271.2489583333333,-29.415805555555554
2008-BLG-589,BLG207.5,62247,18:01:30.19,-28:40:28.8,2454705.451,2008-08-26.95,2.645,0.414,2.567,1.024,1.0,17.648,17.648,270.3757916666666,-28.674666666666667
2008-BLG-590,BLG102.8,67246,17:55:13.75,-29:44:58.3,2454710.979,2008-09-01.48,4.988,1.002,1.340,0.318,1.0,17.476,17.476,268.8072916666667,-29.74952777777778
2008-BLG-591,BLG156.6,116205,17:54:33.94,-32:20:50.8,2454718.799,2008-09-09.30,19.129,0.598,1.887,0.690,1.0,18.39,18.39,268.6414166666666,-32.34744444444445
2008-BLG-592,BLG197.7,48705,18:05:54.59,-29:34:46.9,2454706.933,2008-08-28.43,-,-,-,-,1.0,18.928,18.928,271.4774583333333,-29.579694444444446
2008-BLG-593,BLG206.3,62767,18:00:29.89,-28:49:40.2,2454713.365,2008-09-03.87,3.298,0.948,1.382,0.351,1.0,15.812,15.812,270.12454166666663,-28.827833333333334
2008-BLG-594,BLG225.7,143636,18:03:40.13,-27:43:58.4,2454757.659,2008-10-18.16,153.229,0.014,73.402,4.664,0.084,18.807,21.495,270.91720833333335,-27.732888888888887
2008-BLG-595,BLG195.8,98497,17:53:01.26,-29:27:11.0,2454697.677,2008-08-19.18,21.426,0.920,1.405,0.370,1.0,16.049,16.049,268.25525,-29.453055555555554
2008-BLG-596,BLG180.2,109770,17:52:59.55,-30:42:09.3,2454719.006,2008-09-09.51,18.245,0.000,220812,13.360,0.377,19.606,20.663,268.24812499999996,-30.702583333333333
2008-BLG-597,BLG101.8,91561,17:52:50.37,-30:04:01.3,2454716.32,2008-09-06.82,16.634,0.348,3.005,1.195,1.0,19.444,19.444,268.20987499999995,-30.067027777777778
2008-BLG-598,BLG181.7,32941,17:54:58.69,-30:47:28.5,2454722.054,2008-09-12.55,5.988,1.332,1.179,0.179,1.0,16.158,16.158,268.74454166666663,-30.79125
2008-BLG-599,BLG183.6,51772,17:59:29.98,-30:35:05.9,2454722.647,2008-09-13.15,8.373,0.828,1.498,0.439,1.0,15.552,15.552,269.87491666666665,-30.58497222222222
2008-BLG-600,BLG188.6,97451,17:58:53.84,-30:00:01.0,2454762.159,2008-10-22.66,30.395,0.557,1.998,0.751,0.584,16.054,16.637,269.7243333333333,-30.00027777777778
2008-BLG-601,BLG242.5,14820,18:07:46.78,-26:20:15.0,2454752.218,2008-10-12.72,22.435,0.139,7.257,2.152,1.0,14.648,14.648,271.94491666666664,-26.3375
2008-BLG-602,BLG129.8,61679,17:43:37.25,-34:27:55.1,2454726.794,2008-09-17.29,18.815,1.005,1.338,0.316,1.0,17.858,17.858,265.9052083333333,-34.46530555555556
2008-BLG-603,BLG171.4,114616,17:53:51.25,-30:59:32.9,2454720.739,2008-09-11.24,76.775,0.063,15.784,2.996,0.075,18.684,21.5,268.46354166666663,-30.992472222222222
2008-BLG-604,BLG215.5,89913,17:59:57.25,-28:05:11.6,2454722.629,2008-09-13.13,22.569,0.327,3.183,1.257,1.0,18.901,18.901,269.98854166666666,-28.086555555555556
2008-BLG-605,BLG226.4,148841,18:07:41.50,-27:25:17.9,2454726.451,2008-09-16.95,14.926,1.536,1.125,0.128,1.0,16.404,16.404,271.92291666666665,-27.42163888888889
2008-BLG-606,BLG241.1,167406,18:06:49.02,-26:41:11.2,2454721.114,2008-09-11.61,7.255,0.366,2.868,1.144,1.0,18.327,18.327,271.70425,-26.686444444444444
2008-BLG-607,BLG195.1,152816,17:53:42.10,-29:24:21.6,2454721.597,2008-09-12.10,11.086,0.383,2.750,1.098,1.0,19.914,19.914,268.42541666666665,-29.406
2008-BLG-608,BLG207.5,140787,18:02:01.09,-28:38:00.3,2454722.288,2008-09-12.79,17.302,0.006,159.7,5.508,0.343,19.888,21.051,270.5045416666667,-28.633416666666665
2008-BLG-609,BLG122.7,153615,17:48:11.26,-34:50:01.7,2454720.589,2008-09-11.09,24.632,0.829,1.497,0.438,1.0,18.557,18.557,267.0469166666666,-34.83380555555556
2008-BLG-610,BLG156.4,107319,17:55:50.34,-32:11:25.9,2454724.677,2008-09-15.18,105.985,0.031,32.555,3.782,0.071,18.423,21.295,268.95975,-32.190527777777774
2008-BLG-611,BLG157.8,63996,17:57:15.39,-32:40:20.6,2454725.059,2008-09-15.56,4.195,1.093,1.282,0.270,1.0,17.058,17.058,269.31412499999993,-32.67238888888889
2008-BLG-612,BLG164.1,130822,17:56:27.20,-32:01:33.2,2454722.801,2008-09-13.30,13.667,0.175,5.768,1.903,1.0,20.034,20.034,269.1133333333333,-32.025888888888886
2008-BLG-613,BLG214.8,70457,17:56:32.83,-28:31:11.0,2454724.622,2008-09-15.12,45.458,0.202,5.031,1.754,1.0,19.873,19.873,269.1367916666666,-28.51972222222222
2008-BLG-614,BLG101.5,81290,17:52:45.06,-29:38:09.6,2454730.899,2008-09-21.40,11.229,0.464,2.323,0.915,1.0,19.074,19.074,268.18775,-29.636
2008-BLG-615,BLG129.1,54450,17:44:48.36,-34:26:39.6,2454724.225,2008-09-14.72,81.300,0.024,40.908,4.030,0.031,18.334,22.112,266.20149999999995,-34.44433333333333
2008-BLG-616,BLG217.2,5996,18:05:31.69,-28:24:38.0,2454734.416,2008-09-24.92,12.036,0.188,5.379,1.827,1.0,16.891,16.891,271.3820416666666,-28.410555555555554
2008-BLG-617,BLG233.6,45903,18:02:18.29,-27:01:52.7,2454731.541,2008-09-22.04,18.426,1.190,1.233,0.228,1.0,14.581,14.581,270.57620833333334,-27.031305555555555
2008-BLG-618,BLG249.3,51557,18:06:42.76,-25:52:17.4,2454731.35,2008-09-21.85,32.709,0.119,8.420,2.313,0.591,18.963,19.533,271.67816666666664,-25.8715
2008-BLG-619,BLG149.2,38417,17:56:31.46,-33:09:37.3,2454725.394,2008-09-15.89,10.256,0.153,6.582,2.046,1.0,18.821,18.821,269.1310833333333,-33.16036111111111
2008-BLG-620,BLG179.2,121207,17:50:41.94,-30:43:14.6,2454727.145,2008-09-17.64,28.162,0.000,637504,14.511,0.079,19.112,21.865,267.67474999999996,-30.72072222222222
2008-BLG-621,BLG180.6,144512,17:52:14.35,-30:32:10.8,2454737.021,2008-09-27.52,6.337,0.561,1.987,0.746,1.0,16.53,16.53,268.0597916666666,-30.536333333333335
2008-BLG-622,BLG101.4,240170,17:54:28.44,-29:31:46.4,2454732.932,2008-09-23.43,56.507,0.040,25.282,3.507,0.128,18.78,21.01,268.6184999999999,-29.529555555555554
2008-BLG-623,BLG141.8,55725,17:53:26.39,-33:52:39.1,2454730.027,2008-09-20.53,10.212,0.295,3.495,1.358,1.0,19.571,19.571,268.3599583333333,-33.87752777777778
2008-BLG-624,BLG214.7,196299,17:57:21.85,-28:17:46.6,2454755.047,2008-10-15.55,13.415,0.864,1.459,0.410,1.0,14.528,14.528,269.3410416666666,-28.296277777777778
2008-BLG-625,BLG215.7,121864,17:59:09.12,-28:22:00.3,2454782.856,2008-11-12.36,44.455,0.233,4.379,1.604,0.502,16.793,17.542,269.78799999999995,-28.36675
2008-BLG-626,BLG234.3,185,18:05:13.04,-27:05:31.0,2454716.624,2008-09-07.12,24.520,1.138,1.258,0.249,1.0,16.455,16.455,271.3043333333333,-27.091944444444444
2008-BLG-627,BLG102.1,212197,17:57:23.53,-29:40:07.6,2454736.734,2008-09-27.23,6.957,0.210,4.841,1.712,1.0,19.255,19.255,269.34804166666663,-29.66877777777778
2008-BLG-628,BLG216.7,215158,18:02:37.41,-28:17:48.1,2454779.797,2008-11-09.30,53.168,1.283,1.196,0.194,1.0,16.981,16.981,270.655875,-28.296694444444444
2008-BLG-629,BLG224.7,135534,18:01:32.58,-27:45:45.9,2454734.564,2008-09-25.06,16.371,0.663,1.746,0.605,1.0,19.038,19.038,270.3857499999999,-27.76275
2008-BLG-630,BLG100.1,64653,17:51:32.13,-30:15:37.6,2454740.959,2008-10-01.46,8.272,0.532,2.073,0.791,1.0,19.031,19.031,267.883875,-30.260444444444445
2008-BLG-631,BLG121.2,44069,17:46:45.51,-34:52:57.7,2454768.365,2008-10-28.86,74.769,0.018,56.395,4.378,1.0,19.805,19.805,266.689625,-34.882694444444446
2008-BLG-632,BLG141.8,60984,17:52:18.29,-33:50:12.1,2454744.207,2008-10-04.71,49.643,0.220,4.627,1.663,1.0,19.713,19.713,268.0762083333333,-33.83669444444445
2008-BLG-633,BLG156.4,147167,17:55:34.43,-32:08:27.3,2454776.445,2008-11-05.95,117.536,0.045,22.383,3.375,0.176,17.959,19.843,268.8934583333333,-32.14091666666667
2008-BLG-634,BLG157.8,106704,17:57:17.24,-32:38:22.0,2454732.549,2008-09-23.05,46.988,0.081,12.396,2.733,0.237,19.344,20.907,269.3218333333333,-32.63944444444444
2008-BLG-635,BLG163.1,96779,17:52:51.06,-32:00:14.1,2454751.588,2008-10-12.09,15.499,0.242,4.219,1.563,1.0,17.635,17.635,268.21274999999997,-32.00391666666667
2008-BLG-636,BLG180.5,59481,17:51:51.34,-30:25:40.1,2454750.851,2008-10-11.35,11.119,0.037,26.816,3.571,1.0,17.964,17.964,267.96391666666665,-30.427805555555558
2008-BLG-637,BLG181.1,193555,17:55:49.27,-30:49:47.6,2454742.483,2008-10-02.98,4.239,0.667,1.739,0.600,1.0,18.118,18.118,268.95529166666665,-30.82988888888889
2008-BLG-638,BLG188.2,103012,17:59:09.26,-30:07:20.2,2454747.665,2008-10-08.16,91.314,0.000,39917,11.503,0.185,18.66,20.493,269.78858333333335,-30.12227777777778
2008-BLG-639,BLG207.3,72235,18:03:07.27,-28:49:28.4,2454740.584,2008-10-01.08,10.793,1.313,1.186,0.185,1.0,17.478,17.478,270.78029166666664,-28.824555555555555
2008-BLG-640,BLG217.5,117906,18:04:52.22,-28:03:06.5,2454737.711,2008-09-28.21,5.510,0.974,1.361,0.334,1.0,17.173,17.173,271.21758333333327,-28.051805555555557
2008-BLG-641,BLG234.2,138262,18:06:13.55,-27:08:41.8,2454735.815,2008-09-26.32,6.714,0.811,1.518,0.453,1.0,14.634,14.634,271.5564583333333,-27.144944444444445
2008-BLG-642,BLG100.7,84353,17:50:34.31,-30:02:27.4,2454819.643,2008-12-19.14,40.557,0.000,78503,12.237,1.0,17.103,17.103,267.6429583333333,-30.040944444444445
2008-BLG-643,BLG101.6,104427,17:53:17.11,-29:47:11.5,2454761.097,2008-10-21.60,13.758,0.415,2.565,1.023,1.0,19.029,19.029,268.32129166666664,-29.786527777777778
2008-BLG-644,BLG155.4,153339,17:53:36.68,-32:09:45.2,2454763.583,2008-10-24.08,46.765,0.253,4.042,1.517,0.593,17.865,18.432,268.40283333333326,-32.16255555555556
2008-BLG-645,BLG157.3,41440,17:57:47.47,-32:21:39.0,2454752.12,2008-10-12.62,25.406,0.629,1.817,0.649,1.0,18.706,18.706,269.4477916666666,-32.36083333333333
2008-BLG-646,BLG182.8,138428,17:57:30.74,-30:52:01.9,2454757.941,2008-10-18.44,36.106,0.000,49815,11.743,0.521,19.24,19.949,269.3780833333333,-30.867194444444443
2008-BLG-647,BLG183.2,31153,18:01:33.27,-30:47:42.4,2454747.23,2008-10-07.73,91.987,0.102,9.833,2.482,0.365,19.41,20.506,270.388625,-30.79511111111111
2008-BLG-648,BLG195.3,137151,17:54:42.39,-29:08:04.8,2454755.467,2008-10-15.97,16.655,0.179,5.641,1.878,0.373,18.198,19.268,268.67662499999994,-29.134666666666668
2008-BLG-649,BLG225.3,92049,18:04:47.43,-27:36:28.0,2454864.668,2009-02-02.17,79.619,0.445,2.411,0.955,1.0,14.32,14.32,271.19762499999996,-27.60777777777778
2008-BLG-650,BLG234.1,83547,18:06:02.46,-27:21:41.3,2454757.97,2008-10-18.47,77.582,0.169,5.996,1.945,0.088,17.411,20.048,271.51025,-27.361472222222222
2008-BLG-651,BLG219.3,126572,18:11:05.62,-28:09:35.9,2454764.474,2008-10-24.97,9.882,0.274,3.753,1.436,1.0,17.279,17.279,272.77341666666666,-28.15997222222222
2008-BLG-652,BLG223.3,44533,17:59:28.04,-27:38:11.8,2454773.735,2008-11-03.23,14.051,1.209,1.225,0.220,1.0,16.737,16.737,269.8668333333333,-27.63661111111111
2008-BLG-653,BLG156.5,130803,17:53:36.68,-32:09:45.1,2454764.606,2008-10-25.11,36.205,0.397,2.666,1.065,1.0,17.838,17.838,268.40283333333326,-32.162527777777775
2008-BLG-654,BLG206.7,155425,17:58:55.85,-28:54:45.6,2454791.125,2008-11-20.62,42.002,0.380,2.769,1.106,1.0,18.28,18.28,269.7327083333333,-28.912666666666667
